category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signaling molecules and interaction	hsa04082	Neuroactive ligand signaling	13/142	199/8790	0.0653266331658292	4.04381060230731	5.56516913849486	1.86232227304018e-05	0.00657399762383185	0.00657399762383185	6532/170572/2890/1129/1143/55879/148/2792/1128/181/2556/3359/114	13
Organismal Systems	Development and regeneration	hsa04382	Cornified envelope formation	13/142	216/8790	0.0601851851851852	3.72554773082942	5.19690756030961	4.41549637408158e-05	0.00779335110025399	0.00779335110025399	6699/51702/26154/3868/286887/29943/3854/51208/3853/6707/1830/9119/5522	13
Environmental Information Processing	Signaling molecules and interaction	hsa04080	Neuroactive ligand-receptor interaction	17/142	371/8790	0.045822102425876	2.83645267833416	4.63118900976188	9.49446683521444e-05	0.011171822642769	0.011171822642769	186/122042/2890/1129/1143/55879/387129/10874/148/1128/90226/1908/1135/2556/51083/6754/84634	17
Organismal Systems	Digestive system	hsa04970	Salivary secretion	6/142	93/8790	0.0645161290322581	3.99363925488414	3.71888088475347	0.00385360783642648	0.340080891564637	0.340080891564637	148/1472/1473/810/1469/114	6
Organismal Systems	Endocrine system	hsa03320	PPAR signaling pathway	5/142	76/8790	0.0657894736842105	4.07246108228317	3.44699356654242	0.00756264058412047	0.533922425238905	0.533922425238905	2167/28965/6258/4312/3158	5
Metabolism	Metabolism of cofactors and vitamins	hsa00790	Folate biosynthesis	3/142	28/8790	0.107142857142857	6.63229376257545	3.82488826989841	0.01006277331093	0.538147048012228	0.538147048012228	441282/57016/250	3
Organismal Systems	Nervous system	hsa04725	Cholinergic synapse	6/142	115/8790	0.0521739130434783	3.22963870177587	3.08393159671776	0.0106714712070413	0.538147048012228	0.538147048012228	1129/1143/2792/1128/779/114	6
Organismal Systems	Circulatory system	hsa04261	Adrenergic signaling in cardiomyocytes	7/142	154/8790	0.0454545454545455	2.81370038412292	2.9095488454719	0.012274183408909	0.541598342918109	0.541598342918109	186/7134/148/810/779/114/5522	7
Organismal Systems	Nervous system	hsa04727	GABAergic synapse	5/142	89/8790	0.0561797752808989	3.4776072163317	3.01022487510968	0.0143957790418016	0.564634444639552	0.564634444639552	55879/2792/779/2556/114	5
Organismal Systems	Endocrine system	hsa04926	Relaxin signaling pathway	6/142	130/8790	0.0461538461538462	2.85698808234019	2.73324089882672	0.0186115205219482	0.577670401485425	0.577670401485425	122042/4322/2792/4312/114/2277	6
Organismal Systems	Endocrine system	hsa04927	Cortisol synthesis and secretion	4/142	65/8790	0.0615384615384615	3.80931744312026	2.91293531141981	0.0206710797561414	0.577670401485425	0.577670401485425	1586/779/3739/114	4
Organismal Systems	Circulatory system	hsa04270	Vascular smooth muscle contraction	6/142	134/8790	0.0447761194029851	2.77170485600168	2.64814166721579	0.0212706389973684	0.577670401485425	0.577670401485425	148/5319/810/779/1908/114	6
Environmental Information Processing	Signal transduction	hsa04020	Calcium signaling pathway	9/142	253/8790	0.0355731225296443	2.20202638757446	2.48586583450507	0.0212739807912479	0.577670401485425	0.577670401485425	1129/7134/148/1128/810/779/2255/114/2277	9
Human Diseases	Cardiovascular disease	hsa05414	Dilated cardiomyopathy	5/142	104/8790	0.0480769230769231	2.9760292524377	2.59750379374717	0.0263707175022725	0.584561768183621	0.584561768183621	7134/779/859/6445/114	5
Human Diseases	Substance dependence	hsa05033	Nicotine addiction	3/142	41/8790	0.0731707317073171	4.52937135005153	2.90245930988849	0.0281396390097429	0.584561768183621	0.584561768183621	2890/55879/2556	3
Environmental Information Processing	Signaling molecules and interaction	hsa04519	Cadherin signaling	12/142	402/8790	0.0298507462686567	1.84780323733445	2.22964104280444	0.0291687966531886	0.584561768183621	0.584561768183621	55879/3868/124590/375612/286887/3854/2556/3853/1830/28513/9119/65217	12
Environmental Information Processing	Signal transduction	hsa04024	cAMP signaling pathway	8/142	226/8790	0.0353982300884956	2.19120029913997	2.32464557536844	0.0299133076022179	0.584561768183621	0.584561768183621	2890/1129/64399/1128/810/779/1908/114	8
Metabolism	Energy metabolism	hsa00910	Nitrogen metabolism	2/142	17/8790	0.117647058823529	7.28251864125932	3.32231070723577	0.0300734797150111	0.584561768183621	0.584561768183621	762/768	2
Environmental Information Processing	Signal transduction	hsa04151	PI3K-Akt signaling pathway	11/142	361/8790	0.0304709141274238	1.886192501268	2.20317862174088	0.0317163391532906	0.584561768183621	0.584561768183621	1129/2792/1128/7143/1440/51378/3381/2255/1943/5522/2277	11
Organismal Systems	Nervous system	hsa04723	Retrograde endocannabinoid signaling	6/142	149/8790	0.0402684563758389	2.49267416580017	2.35468171850179	0.0335076997321697	0.584561768183621	0.584561768183621	2890/55879/2792/779/2556/114	6
Organismal Systems	Nervous system	hsa04726	Serotonergic synapse	5/142	112/8790	0.0446428571428571	2.76345573440644	2.4066881247117	0.034775629268714	0.584561768183621	0.584561768183621	6532/170572/2792/779/3359	5
Human Diseases	Infectious disease: parasitic	hsa05144	Malaria	3/142	49/8790	0.0612244897959184	3.78988215004312	2.5093393792951	0.0443398913369725	0.711453710997787	0.711453710997787	3039/3040/1440	3
Organismal Systems	Sensory system	hsa04742	Taste transduction	4/142	85/8790	0.0470588235294118	2.91300745650373	2.27089891027693	0.0484359444562111	0.743386451871414	0.743386451871414	170572/2556/3359/114	4
Human Diseases	Cancer: overview	hsa05207	Chemical carcinogenesis - receptor activation	7/142	214/8790	0.0327102803738318	2.02481242595761	1.94475522545804	0.0581637586866426	0.824967635984933	0.824967635984933	1143/6258/10683/779/1544/2255/114	7
Human Diseases	Substance dependence	hsa05032	Morphine addiction	4/142	91/8790	0.043956043956044	2.72094103080019	2.11450192026874	0.0594555456237026	0.824967635984933	0.824967635984933	55879/2792/2556/114	4
Organismal Systems	Immune system	hsa04657	IL-17 signaling pathway	4/142	93/8790	0.043010752688172	2.66242616992276	2.06516696878327	0.0634019411508053	0.824967635984933	0.824967635984933	4322/4312/1440/4314	4
Environmental Information Processing	Signaling molecules and interaction	hsa04081	Hormone signaling	7/142	219/8790	0.0319634703196347	1.97858383175767	1.87914550670937	0.0642161199293336	0.824967635984933	0.824967635984933	186/148/2980/2792/90226/114/6754	7
Organismal Systems	Digestive system	hsa04977	Vitamin digestion and absorption	2/142	26/8790	0.0769230769230769	4.76164680390033	2.46132843484538	0.0654365263670768	0.824967635984933	0.824967635984933	5948/158835	2
Organismal Systems	Environmental adaptation	hsa04713	Circadian entrainment	4/142	97/8790	0.0412371134020619	2.55263540002904	1.9702737674581	0.0716978337022138	0.865925777860678	0.865925777860678	2890/2792/810/114	4
Organismal Systems	Sensory system	hsa04744	Phototransduction	2/142	28/8790	0.0714285714285714	4.4215291750503	2.32355899007314	0.0745504675994437	0.865925777860678	0.865925777860678	2792/810	2
Human Diseases	Cardiovascular disease	hsa05410	Hypertrophic cardiomyopathy	4/142	99/8790	0.0404040404040404	2.50106700810926	1.92459284107488	0.0760444734098613	0.865925777860678	0.865925777860678	7134/779/859/6445	4
Metabolism	Lipid metabolism	hsa00591	Linoleic acid metabolism	2/142	30/8790	0.0666666666666667	4.12676056338028	2.19815981390279	0.084041629303678	0.895636018450975	0.895636018450975	5319/1544	2
