ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0070006	metalloaminopeptidase activity	1/270	26/18367	0.0384615384615385	2.61638176638177	1.00740706011843	0.319759304605603	1	1	TRHDE	1
GO:0015297	antiporter activity	3/270	136/18367	0.0220588235294118	1.50057189542484	0.71567615908389	0.32309387101312	1	1	SLC6A4/SLC24A2/SLC4A1	3
GO:0046332	SMAD binding	2/270	79/18367	0.0253164556962025	1.72217533989686	0.785704015127241	0.323896097849493	1	1	ANKRD1/HMGA2	2
GO:0140299	molecular sensor activity	2/270	79/18367	0.0253164556962025	1.72217533989686	0.785704015127241	0.323896097849493	1	1	SYT12/SYT4	2
GO:0048306	calcium-dependent protein binding	2/270	80/18367	0.025	1.70064814814815	0.767113487082472	0.329286940615935	1	1	TNNC1/CLEC4M	2
GO:0003707	nuclear steroid receptor activity	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	RXRG	1
GO:0004683	calcium/calmodulin-dependent protein kinase activity	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	PNCK	1
GO:0005104	fibroblast growth factor receptor binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	FGF10	1
GO:0008266	poly(U) RNA binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	KHDRBS2	1
GO:0008527	taste receptor activity	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	TAS2R2	1
GO:0016405	CoA-ligase activity	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	SLC27A6	1
GO:0030507	spectrin binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	USH1G	1
GO:0046875	ephrin receptor binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	EFNA2	1
GO:0051721	protein phosphatase 2A binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	ADCY8	1
GO:0070001	aspartic-type peptidase activity	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	PGC	1
GO:0070412	R-SMAD binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	ANKRD1	1
GO:0120283	protein serine/threonine kinase binding	1/270	27/18367	0.037037037037037	2.51947873799726	0.965078682562352	0.329773207214866	1	1	CDC25C	1
GO:0002020	protease binding	3/270	139/18367	0.0215827338129496	1.46818545163869	0.676770910710917	0.335163013842122	1	1	BCL2L10/SERPINB4/MAGEA3	3
GO:0016849	phosphorus-oxygen lyase activity	1/270	28/18367	0.0357142857142857	2.42949735449735	0.924613915383351	0.339640231972335	1	1	ADCY8	1
GO:0019865	immunoglobulin binding	1/270	28/18367	0.0357142857142857	2.42949735449735	0.924613915383351	0.339640231972335	1	1	GRIA1	1
GO:0045499	chemorepellent activity	1/270	28/18367	0.0357142857142857	2.42949735449735	0.924613915383351	0.339640231972335	1	1	NRG3	1
GO:0046966	nuclear thyroid hormone receptor binding	1/270	28/18367	0.0357142857142857	2.42949735449735	0.924613915383351	0.339640231972335	1	1	NR0B2	1
GO:0005254	chloride channel activity	2/270	82/18367	0.024390243902439	1.65916892502258	0.730704947837892	0.340032512259488	1	1	GABRQ/GABRA3	2
GO:0001968	fibronectin binding	1/270	29/18367	0.0344827586206897	2.34572158365262	0.885858000142606	0.349362525301714	1	1	MYOC	1
GO:0015216	purine nucleotide transmembrane transporter activity	1/270	29/18367	0.0344827586206897	2.34572158365262	0.885858000142606	0.349362525301714	1	1	SLC46A2	1
GO:0043325	phosphatidylinositol-3,4-bisphosphate binding	1/270	29/18367	0.0344827586206897	2.34572158365262	0.885858000142606	0.349362525301714	1	1	RS1	1
GO:0001540	amyloid-beta binding	2/270	84/18367	0.0238095238095238	1.61966490299824	0.695278325960098	0.350724614506579	1	1	GRIA1/AGER	2
GO:0004857	enzyme inhibitor activity	8/270	457/18367	0.0175054704595186	1.1908258367777	0.504583867790327	0.358470100364931	1	1	CST4/CST5/PI16/SCGB1A1/CST1/SERPINB4/WFDC12/SERPINB5	8
GO:0004629	C-type glycerophospholipase activity	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	CHRM1	1
GO:0008187	poly-pyrimidine tract binding	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	KHDRBS2	1
GO:0008327	methyl-CpG binding	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	HOXB13	1
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	AKR1B10	1
GO:0016878	acid-thiol ligase activity	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	SLC27A6	1
GO:0033612	receptor serine/threonine kinase binding	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	RSPO2	1
GO:0034061	DNA polymerase activity	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	TERT	1
GO:0035255	ionotropic glutamate receptor binding	1/270	30/18367	0.0333333333333333	2.26753086419753	0.848674018683966	0.358942202374924	1	1	NETO1	1
GO:0005516	calmodulin binding	4/270	206/18367	0.0194174757281553	1.32089176555196	0.56572866234019	0.359156618134185	1	1	PNCK/CACNA1S/MYH2/ADCY8	4
