from	to	score
TGFB3	ELN	0.000526
TGFB3	MMP9	0.000528
TGFB3	IL1A	0.000529
TGFB3	AKT1	0.000531
TGFB3	SMAD5	0.000531
TGFB3	GDF5	0.000531
TGFB3	IRF6	0.000532
TGFB3	SHH	0.000532
TGFB3	MMP14	0.000543
TGFB3	OSR2	0.000547
TGFB3	POSTN	0.000555
TGFB3	FGF13	0.000557
TGFB3	TIMP3	0.000563
TGFB3	GAPDH	0.000567
TGFB3	TNMD	0.000568
TGFB3	BMP2	0.000569
TGFB3	COL1A2	0.000575
TGFB3	TNF	0.000578
TGFB3	EGF	0.000578
TGFB3	TIMP2	0.00058
TGFB3	CXCL11	0.00058
TGFB3	COL10A1	0.000581
TGFB3	IL1B	0.000586
TGFB3	IL10	0.000587
TGFB3	MMP13	0.000587
TGFB3	DSP	0.000595
TGFB3	COL6A1	0.000597
TGFB3	PAX9	0.000599
TGFB3	IL6	6e-04
TGFB3	RUNX2	0.00061
TGFB3	COL14A1	0.000614
TGFB3	FBN1	0.000618
TGFB3	COL2A1	0.00062
TGFB3	DSC3	0.000622
TGFB3	FN1	0.000622
TGFB3	JUN	0.000624
TGFB3	IGF1	0.000626
TGFB3	COL3A1	0.000643
TGFB3	DPT	0.00066
TGFB3	FGF3	0.000668
TGFB3	LUM	0.000671
TGFB3	ASPN	0.000677
TGFB3	SOX9	0.000681
TGFB3	FGF2	0.000687
TGFB3	FGF18	0.000692
TGFB3	FGF9	0.000694
TGFB3	FGF8	0.000706
TGFB3	ACAN	0.000739
TGFB3	FGF7	0.000744
TGFB3	DSC2	0.00076
TGFB3	CCN2	0.000772
TGFB3	ITGB6	0.000799
TGFB3	DSG2	0.000806
TGFB3	BGN	0.00081
TGFB3	MSX1	0.000834
TGFB3	JUP	0.000858
TGFB3	SMAD3	0.000865
TGFB3	SMAD2	0.000865
TGFB3	THBS1	0.00089
TGFB3	TGFB2	0.00093
TGFB3	INHBA	0.000946
TGFB3	FMOD	0.000952
HOXB8	HOXA3	0.00041
HOXB8	HOXC6	0.00042
HOXB8	HOXA9	0.000457
HOXB8	HOXA7	0.000465
HOXB8	HOXA10	0.000486
HOXB8	PBX4	0.000517
HOXB8	HOXC9	0.000519
HOXB8	SHH	0.000521
HOXB8	HOXC4	0.000531
HOXB8	PBX2	0.000616
HOXB8	MEIS2	0.000666
HOXB8	MEIS1	0.000705
HOXB8	HOXB3	0.000714
HOXB8	PBX3	0.000729
HOXB8	HOXB7	0.000755
HOXB8	HOXB6	0.000887
HOXB8	HOXB9	0.00089
HOXB8	PBX1	0.00091
HOXB8	HOXB5	0.000911
HOXB5	HOXA3	4e-04
HOXB5	TBX4	0.000404
HOXB5	HOXA9	0.00041
HOXB5	HOXA13	0.000419
HOXB5	NKX2-1	0.000421
HOXB5	MEIS1	0.000504
HOXB5	PBX4	0.000601
HOXB5	HOXD8	0.000612
HOXB5	HOXC9	0.000641
HOXB5	PBX2	0.000654
HOXB5	PBX3	0.000684
HOXB5	PBX1	0.000817
HOXB5	HOXC5	0.000841
HOXB5	HOXC6	0.000863
HOXB5	HOXA7	0.000863
HOXB5	HOXB3	0.000874
HOXB5	HOXB9	0.000892
HOXB5	HOXC4	0.000939
HOXB5	HOXB7	0.000962
HOXB5	HOXB6	0.000982
HOXB7	EZH2	0.000401
HOXB7	PAX8	0.000404
HOXB7	TWIST1	0.000405
HOXB7	LHX1	0.00041
HOXB7	HOXC10	0.000413
HOXB7	HOXB13	0.000445
HOXB7	BMP4	0.000445
HOXB7	CTNNB1	0.000458
HOXB7	HOXD8	0.000491
HOXB7	HOXA10	0.000494
HOXB7	PAX2	0.00052
HOXB7	HOXB3	0.000547
HOXB7	PBX4	0.000547
HOXB7	MYC	0.000548
HOXB7	TP53	0.00056
HOXB7	PBX3	0.000598
HOXB7	MEIS1	0.000605
HOXB7	HOXD10	0.000628
HOXB7	HOXB9	0.000639
HOXB7	HOXC9	0.000688
HOXB7	MEIS2	0.000691
HOXB7	PBX2	0.000814
HOXB7	HOXC5	0.000836
HOXB7	HOXC4	0.000871
HOXB7	PBX1	0.000897
HOXB7	HOXC6	0.000929
HOXB7	HOXA7	0.000938
HOXB7	HOXB6	0.000983
EGR1	FGF13	0.000403
EGR1	WT1	0.000405
EGR1	SOX2	0.000409
EGR1	ALB	0.000421
EGR1	FSHB	0.000424
EGR1	GRIA1	0.000424
EGR1	ICAM1	0.000425
EGR1	IL1A	0.000425
EGR1	NKX3-2	0.000427
EGR1	ERBB2	0.000427
EGR1	CXCL1	0.000436
EGR1	GRIN2B	0.00044
EGR1	SOX9	0.000445
EGR1	IGF2	0.000446
EGR1	IGF1	0.000449
EGR1	A2M	0.000456
EGR1	CCL3	0.000459
EGR1	PXDNL	0.000462
EGR1	PXDN	0.000464
EGR1	TBX2	0.000467
EGR1	CXCL2	0.000476
EGR1	IRF6	0.000477
EGR1	CASP3	0.000481
EGR1	TRIM71	0.000484
EGR1	TNMD	0.000491
EGR1	SPOCK1	0.000492
EGR1	ITGA2	0.000494
EGR1	GFI1	0.000497
EGR1	SMAD2	0.000508
EGR1	RIT2	0.000522
EGR1	MMP14	0.000525
EGR1	ETS1	0.000534
EGR1	IL1R1	0.000537
EGR1	YAP1	0.000544
EGR1	HIF1A	0.000552
EGR1	SMAD3	0.000557
EGR1	ACTB	0.000566
EGR1	IGFBP3	0.000566
EGR1	CLU	0.000573
EGR1	TGFB2	0.000575
EGR1	POU4F1	0.000576
EGR1	CDKN2A	0.000576
EGR1	CALML5	0.00058
EGR1	GAPDH	0.000602
EGR1	CD44	0.000618
EGR1	TNF	0.000621
EGR1	THBS1	0.000623
EGR1	FGF2	0.000631
EGR1	MMP9	0.000642
EGR1	EGF	0.000643
EGR1	PTGS2	0.000643
EGR1	IL1B	0.000665
EGR1	FN1	0.000672
EGR1	BCL2	0.000676
EGR1	CXCL8	0.000676
EGR1	BTG2	0.000677
EGR1	ESR1	0.000679
EGR1	EGFR	0.000687
EGR1	CCN2	0.000713
EGR1	SNAI1	0.000715
EGR1	NGF	0.000727
EGR1	STAT3	0.000761
EGR1	TPH1	0.000762
EGR1	IL6	0.000778
EGR1	PTEN	0.000789
EGR1	EZH2	0.000798
EGR1	CTNNB1	0.000817
EGR1	AKT1	0.000833
EGR1	PITX1	0.000856
EGR1	MYC	0.000873
EGR1	IER2	0.000908
EGR1	TP53	0.000969
EGR1	JUN	0.00099
DLX4	PAX2	0.000407
DLX4	POU1F1	0.000408
DLX4	PAX8	0.000427
DLX4	BARX1	0.000498
TBX2	MEIS2	0.000413
TBX2	ETS1	0.000434
TBX2	CDKN2A	0.000437
TBX2	PECAM1	0.000451
TBX2	TWIST1	0.000454
TBX2	MSX1	0.000508
TBX2	TBX5	0.000513
TBX2	SHH	0.000514
TBX2	TBX4	0.000529
TBX2	SOX2	0.000544
TBX2	SOX3	0.000568
TBX2	PITX1	0.000571
TBX2	BMP4	0.000583
TBX2	HOXC10	0.000596
TBX2	HOXC11	0.000612
TBX2	BMP2	0.000626
TBX2	GJA5	0.000721
TBX2	HAND2	0.000758
ZNF141	PITX1	0.000416
ZNF141	MIPOL1	0.000531
HOXA7	KRT86	0.000404
HOXA7	PBX4	0.000417
HOXA7	HOXB9	0.000423
HOXA7	GFI1	0.000444
HOXA7	HOXD8	0.000452
HOXA7	EGFR	0.000564
HOXA7	HOXA4	0.000566
HOXA7	PBX2	0.000577
HOXA7	HOXC9	0.00058
HOXA7	TASP1	0.000585
HOXA7	HOXA13	0.000596
HOXA7	PBX3	0.000622
HOXA7	PBX1	0.000752
HOXA7	HOXC5	0.00085
HOXA7	HOXA10	0.000851
HOXA7	HOXA3	0.000856
HOXA7	HOXC4	0.000869
HOXA7	HOXC6	0.000877
HOXA7	HOXB6	0.000886
HOXA7	MEIS1	0.000907
HOXA7	HOXA9	0.000946
INHBA	IL6	4e-04
INHBA	THBS1	0.000403
INHBA	CXCL11	0.000417
INHBA	AKR1B10	0.000426
INHBA	MMP1	0.000449
INHBA	COL10A1	0.00046
INHBA	COL11A1	0.000478
INHBA	SPINK5	0.000481
INHBA	CXCL10	0.000501
INHBA	CXCL3	0.000542
INHBA	SULF1	0.000544
INHBA	MMP3	0.000545
INHBA	JUN	0.000546
INHBA	BGN	0.000571
INHBA	COL3A1	0.000585
INHBA	COL1A2	0.000599
INHBA	FSHB	0.000642
INHBA	THBS2	0.000668
INHBA	SMAD2	0.000738
INHBA	SMAD3	0.000821
TWIST1	THBS1	0.000401
TWIST1	DKK1	0.000402
TWIST1	DDR2	0.000402
TWIST1	CDH3	0.000404
TWIST1	BMP7	0.000405
TWIST1	CASP3	0.000408
TWIST1	MMP1	0.000415
TWIST1	GLI2	0.000416
TWIST1	ETS1	0.000416
TWIST1	FGF3	0.000416
TWIST1	JUN	0.000417
TWIST1	TBX3	0.000418
TWIST1	COL3A1	0.00042
TWIST1	MMP3	0.000421
TWIST1	PECAM1	0.000423
TWIST1	TNF	0.000424
TWIST1	YAP1	0.000426
TWIST1	COL1A2	0.000432
TWIST1	CCK	0.000437
TWIST1	MMP14	0.00044
TWIST1	BMP2	0.000449
TWIST1	FGF9	0.000452
TWIST1	CCN2	0.000452
TWIST1	OCLN	0.000454
TWIST1	HOXD10	0.000457
TWIST1	FGF7	0.000461
TWIST1	IL6	0.000463
TWIST1	CXCR4	0.000464
TWIST1	KRT8	0.000467
TWIST1	FGF18	0.000468
TWIST1	PXDNL	0.000472
TWIST1	SHH	0.000473
TWIST1	COL10A1	0.000475
TWIST1	CXCL12	0.000476
TWIST1	TGFB2	0.00048
TWIST1	BCL2	0.000483
TWIST1	CDKN2A	0.000487
TWIST1	FGF2	0.000489
TWIST1	HMGA2	0.00049
TWIST1	EREG	0.000493
TWIST1	BMP4	0.000501
TWIST1	PXDN	0.000501
TWIST1	ICAM1	0.000509
TWIST1	FOXC1	0.000514
TWIST1	SMAD3	0.000525
TWIST1	EGF	0.000544
TWIST1	SFRP2	0.000544
TWIST1	HAND2	0.000549
TWIST1	BGLAP	0.000555
TWIST1	SMAD2	0.000555
TWIST1	STAT6	0.000558
TWIST1	MSX1	0.000558
TWIST1	ERBB2	0.000571
TWIST1	ACTB	0.000585
TWIST1	EGFR	0.000592
TWIST1	GAPDH	0.000603
TWIST1	MMP9	0.000609
TWIST1	AKT1	0.000609
TWIST1	FGF8	0.00061
TWIST1	POSTN	0.000636
TWIST1	EPAS1	0.000639
TWIST1	SOX10	0.000652
TWIST1	FN1	0.000697
TWIST1	SOX9	0.000732
TWIST1	PTEN	0.000762
TWIST1	EZH2	0.000773
TWIST1	HIF1A	0.000799
TWIST1	ESR1	0.000811
TWIST1	CTNNB1	0.000812
TWIST1	CDH2	0.000823
TWIST1	CDH1	0.000849
TWIST1	MYC	0.000852
TWIST1	FGFR2	0.00088
TWIST1	STAT3	0.00088
TWIST1	SOX2	0.000882
TWIST1	SNAI1	0.000901
TWIST1	CD44	0.000959
TWIST1	TP53	0.000967
TWIST1	RUNX2	0.000972
ZNF442	PTPRH	0.000433
NEUROD4	OTX2	0.00042
NEUROD4	SIX3	0.000455
NEUROD4	POU4F1	0.000482
NEUROD4	VSX2	0.000653
NEUROD4	LHX3	0.000721
HOXC13	KRT31	0.000404
HOXC13	FOXC1	0.00041
HOXC13	PBX2	0.000411
HOXC13	HOXD8	0.000417
HOXC13	KRT74	0.000421
HOXC13	PBX1	0.000459
HOXC13	LHX2	0.00047
HOXC13	TCHH	0.000471
HOXC13	KRT84	0.000489
HOXC13	KRT85	0.000491
HOXC13	KRT10	0.000492
HOXC13	HOXC6	0.000501
HOXC13	KRT71	0.000527
HOXC13	DSG4	0.00055
HOXC13	HOXC9	0.000572
HOXC13	HOXC11	0.000605
HOXC13	KRT35	0.000622
HOXC13	HOXC5	0.000633
HOXC13	HOXC4	0.000667
HOXC13	HOXC10	0.000709
HOXC6	HOXA9	4e-04
HOXC6	HOXA10	0.000407
HOXC6	MEIS1	0.000407
HOXC6	ALDH1A2	0.00043
HOXC6	HOXB9	0.000452
HOXC6	HOXD8	0.000456
HOXC6	PBX1	0.000498
HOXC6	LHX3	0.000503
HOXC6	PBX3	0.000513
HOXC6	HOXC11	0.000582
HOXC6	PBX2	0.000623
HOXC6	HOXC10	0.000754
HOXC6	HOXB6	0.000876
HOXC6	HOXC5	0.000951
HOXC6	HOXC4	0.000966
HOXC6	HOXC9	0.000999
FAAH	TRPV4	0.000437
FAAH	FADS6	0.000492
FAAH	TRPM8	0.000505
FAAH	TRPV2	0.000523
FAAH	U3KQP1_HUMAN	0.000524
FAAH	PTGS2	0.000594
FAAH	GLUL	0.000607
FAAH	TRPA1	0.000612
FAAH	GPR18	0.000736
FAAH	IAH1	0.000752
FAAH	GPR55	0.000848
FAAH	TRPV1	0.000855
FAAH	FABP5	0.000891
MAGEA9	MAGEC1	0.000447
MAGEA9	CTAG1B	0.000541
MAGEA9	CTAG2	0.000594
MAGEA9	MAGEA10	0.000647
MAGEA9	MAGEA4	0.000651
PI3	JUN	0.000401
PI3	IL1A	0.000402
PI3	STAT3	0.000404
PI3	IL36G	0.000407
PI3	KLK10	0.000412
PI3	KRT6B	0.000414
PI3	S100A12	0.000423
PI3	KRT7	0.000432
PI3	CXCL1	0.000454
PI3	CCL5	0.000457
PI3	SERPINB3	0.000458
PI3	CASP14	0.000465
PI3	IL6	0.000466
PI3	CSTB	0.00047
PI3	CCL20	0.000471
PI3	S100A7A	0.000475
PI3	KRT1	0.000495
PI3	LCE4A	0.000499
PI3	PKP4	0.000499
PI3	DSG4	0.000499
PI3	JUP	5e-04
PI3	LCE2A	0.000503
PI3	SERPINB4	0.000508
PI3	DSG2	0.000516
PI3	LCE3B	0.000516
PI3	LCE1C	0.000524
PI3	LCE6A	0.000526
PI3	LCE2D	0.000526
PI3	LCE1A	0.000528
PI3	LCE1F	0.000528
PI3	PTEN	0.000528
PI3	CXCL8	0.000533
PI3	LCE1E	0.000534
PI3	TCHH	0.000536
PI3	IL1B	0.000539
PI3	LCE1B	0.00054
PI3	PKP3	0.000541
PI3	LCE1D	0.000543
PI3	DSC3	0.000555
PI3	LCE2C	0.000558
PI3	KRT16	0.00056
PI3	LCE5A	0.000561
PI3	LCN2	0.000566
PI3	LCE2B	0.000568
PI3	LCE3A	0.000571
PI3	RPTN	0.000571
PI3	PKP1	0.000571
PI3	WFDC5	0.000572
PI3	DSC1	0.000575
PI3	DSC2	0.000575
PI3	TP53	0.000576
PI3	EGFR	0.000576
PI3	DSG3	0.000579
PI3	FN1	0.000591
PI3	LCE3E	0.000592
PI3	DSG1	0.000602
PI3	ERBB2	0.000608
PI3	S100A7	0.000615
PI3	ELANE	0.000623
PI3	SERPINB5	0.000626
PI3	CDSN	0.000628
PI3	SPRR2G	0.000629
PI3	LCE3D	0.00063
PI3	SPRR2E	0.00063
PI3	SPRR2D	0.000631
PI3	ELN	0.000632
PI3	LELP1	0.000634
PI3	SPRR1A	0.00064
PI3	LCE3C	0.000646
PI3	DEFB4A	0.000647
PI3	FLG	0.000663
PI3	TNF	0.000666
PI3	SPRR2F	0.000711
PI3	DSP	0.000728
PI3	PPL	0.000735
PI3	SPRR2A	0.000754
PI3	SPRR3	0.000765
PI3	CSTA	0.000776
PI3	SPRR2B	0.000778
PI3	EVPL	0.000779
PI3	SPRR1B	0.000787
PI3	IVL	0.000834
PI3	LOR	0.000888
PI3	AKT1	0.000991
SNAI1	CCL5	4e-04
SNAI1	KRT5	0.00041
SNAI1	LHX6	0.000419
SNAI1	FGF13	0.00042
SNAI1	LIN28B	0.000424
SNAI1	PLAUR	0.000426
SNAI1	IHH	0.000426
SNAI1	IL11	0.000432
SNAI1	SPP1	0.000436
SNAI1	SSX1	0.000444
SNAI1	DKK1	0.000447
SNAI1	IGF1	0.000447
SNAI1	SSX2	0.000451
SNAI1	BMP2	0.000453
SNAI1	FOXC1	0.000457
SNAI1	PLAU	0.000472
SNAI1	PTGS2	0.000472
SNAI1	RUNX2	0.000483
SNAI1	LIN28A	0.000488
SNAI1	IL1B	0.000489
SNAI1	DSP	0.000489
SNAI1	KRT8	0.000497
SNAI1	BMP7	0.000503
SNAI1	CXCL12	0.000506
SNAI1	PECAM1	0.000507
SNAI1	USP10	0.00051
SNAI1	CDH3	0.000511
SNAI1	FGF3	0.000515
SNAI1	CDKN2A	0.000522
SNAI1	ETS1	0.000522
SNAI1	EPAS1	0.00053
SNAI1	SOX10	0.000531
SNAI1	EDN1	0.000532
SNAI1	FGF9	0.000546
SNAI1	FGF8	0.000549
SNAI1	BMP4	0.000549
SNAI1	CXCR4	0.000549
SNAI1	CXCL8	0.000551
SNAI1	FGF7	0.000557
SNAI1	FGF18	0.00056
SNAI1	MMP14	0.000566
SNAI1	ALB	0.000571
SNAI1	CCN2	0.000581
SNAI1	POSTN	0.000593
SNAI1	TNF	0.000593
SNAI1	MMP7	0.000595
SNAI1	TGFB2	0.000603
SNAI1	ESR1	0.000604
SNAI1	FGF2	0.000605
SNAI1	CCK	0.000611
SNAI1	SHH	0.000613
SNAI1	THBS1	0.00062
SNAI1	PXDNL	0.000624
SNAI1	BCL2	0.000635
SNAI1	OCLN	0.000638
SNAI1	MMP1	0.00064
SNAI1	PXDN	0.00064
SNAI1	MMP3	0.000652
SNAI1	ERBB2	0.000662
SNAI1	EGF	0.000702
SNAI1	EGFR	0.000711
SNAI1	IL6	0.000718
SNAI1	CD44	0.000721
SNAI1	ACTB	0.000726
SNAI1	MYC	0.000727
SNAI1	HMGA2	0.000728
SNAI1	SOX9	0.000731
SNAI1	CASP3	0.000734
SNAI1	SOX2	0.000742
SNAI1	MSX1	0.000746
SNAI1	PTEN	0.000755
SNAI1	GAPDH	0.000762
SNAI1	YAP1	0.000776
SNAI1	SMAD2	0.000782
SNAI1	MMP9	0.000787
SNAI1	STAT3	0.000806
SNAI1	FN1	0.000815
SNAI1	JUN	0.000823
SNAI1	HIF1A	0.000823
SNAI1	AKT1	0.00085
SNAI1	CDH2	0.000932
SNAI1	CTNNB1	0.000934
SNAI1	CDH1	0.000965
SNAI1	TP53	0.000992
SNAI1	SMAD3	0.000994
SNAI1	EZH2	0.000998
MAGEA10	MAGEC1	0.000402
MAGEA10	CT83	0.000411
MAGEA10	XAGE1B	0.00042
MAGEA10	EID3	0.000426
MAGEA10	NSMCE4A	0.000426
MAGEA10	FMR1NB	0.000434
MAGEA10	SAGE1	0.000437
MAGEA10	GAGE2A	0.000438
MAGEA10	CSAG2	0.000447
MAGEA10	MAGEC2	0.000472
MAGEA10	NSMCE2	0.000475
MAGEA10	MAGEA12	0.000477
MAGEA10	XAGE1A	0.00048
MAGEA10	CSF2	0.00048
MAGEA10	CT45A1	0.000482
MAGEA10	TYR	0.000483
MAGEA10	SMC5	0.000494
MAGEA10	SMC6	0.000497
MAGEA10	NSMCE1	0.00051
MAGEA10	MAGEA1	0.00052
MAGEA10	SSX1	0.000548
MAGEA10	PRAME	0.000572
MAGEA10	CSAG1	0.00058
MAGEA10	SSX2B	0.000593
MAGEA10	SSX4B	0.000596
MAGEA10	GAGE1	0.000601
MAGEA10	SSX4	0.000621
MAGEA10	SSX2	0.00064
MAGEA10	CSAG3	0.000657
MAGEA10	PMEL	0.000694
MAGEA10	PASD1	0.000711
MAGEA10	CTAG2	0.000761
MAGEA10	CTAG1B	0.000785
MAGEA10	MAGEA4	0.000863
EREG	CCL20	0.000405
EREG	IL1B	0.000408
EREG	IL10	0.000413
EREG	F2R	0.000418
EREG	VEGFC	0.000421
EREG	CXCL8	0.000437
EREG	HMGA2	0.000447
EREG	CXCL2	0.000454
EREG	TIMP4	0.000456
EREG	TIMP2	0.000459
EREG	CXCL1	0.000461
EREG	SMAD3	0.000465
EREG	IL6	0.000466
EREG	CXCL3	0.000467
EREG	SFRP2	0.000476
EREG	AKT1	0.00048
EREG	PTX3	0.000535
EREG	PTGS2	0.00062
EREG	MMP1	0.000694
EREG	FGFR2	7e-04
EREG	ADAM17	0.000746
EREG	ANGPTL4	0.000764
EREG	ERBB2	0.00086
EREG	EGF	0.000958
EREG	EGFR	0.000999
BMP4	VCAM1	4e-04
BMP4	NGF	0.000401
BMP4	ETV2	0.000401
BMP4	IL10	0.000402
BMP4	HOXB6	0.000404
BMP4	YAP1	0.000404
BMP4	THBS1	0.000407
BMP4	VAX1	0.000407
BMP4	MEIS1	0.000411
BMP4	HOXA13	0.000412
BMP4	VSX2	0.000413
BMP4	POSTN	0.000413
BMP4	ERBB2	0.000414
BMP4	NEUROG1	0.000415
BMP4	KRT8	0.000416
BMP4	MMP9	0.000422
BMP4	NEUROD1	0.000426
BMP4	JUN	0.000437
BMP4	DRGX	0.000438
BMP4	CASP3	0.000439
BMP4	SOX3	0.000442
BMP4	LHX1	0.000444
BMP4	HOXA10	0.000444
BMP4	HOXA3	0.000446
BMP4	TBX4	0.000446
BMP4	ALDH1A2	0.00045
BMP4	COL1A2	0.00045
BMP4	PXDNL	0.00045
BMP4	COL10A1	0.00045
BMP4	TNF	0.000452
BMP4	MMP10	0.00046
BMP4	NKX3-2	0.000461
BMP4	IL1B	0.000461
BMP4	SFRP2	0.000469
BMP4	PITX1	0.000469
BMP4	TP53	0.00047
BMP4	COL18A1	0.00047
BMP4	HIF1A	0.000471
BMP4	LIN28B	0.000471
BMP4	PXDN	0.000471
BMP4	WNT5B	0.00048
BMP4	SIX3	0.000483
BMP4	LIN28A	0.000485
BMP4	SMAD1	0.000487
BMP4	WT1	0.000489
BMP4	CD44	0.000491
BMP4	LHX3	0.000493
BMP4	CDH2	0.000496
BMP4	FBN2	0.000506
BMP4	TNFSF11	0.000506
BMP4	LHX2	0.000507
BMP4	ALPL	0.000509
BMP4	CXCL12	0.000514
BMP4	SOX10	0.000515
BMP4	EGFR	0.000516
BMP4	NKX2-1	0.000518
BMP4	ATOH1	0.000519
BMP4	ACAN	0.000522
BMP4	EDN1	0.000528
BMP4	CXCR4	0.000528
BMP4	COL2A1	0.000531
BMP4	IGF2	0.000532
BMP4	STAT3	0.000534
BMP4	GDF5	0.000535
BMP4	CDH1	0.000542
BMP4	ACTB	0.000543
BMP4	GLI2	0.000548
BMP4	AKT1	0.000566
BMP4	MYC	0.000575
BMP4	HAND2	0.000589
BMP4	PECAM1	0.000589
BMP4	ALB	0.000592
BMP4	PAX2	0.000593
BMP4	MMP3	0.000596
BMP4	HSPG2	0.000598
BMP4	IGF1	0.000606
BMP4	GAPDH	0.000618
BMP4	SP7	0.00062
BMP4	LIF	0.00062
BMP4	TBX5	0.000623
BMP4	OTX2	0.000635
BMP4	OSR2	0.000644
BMP4	SMAD3	0.000663
BMP4	BMP1	0.000669
BMP4	IRF6	0.00067
BMP4	BMP5	0.000679
BMP4	FOXC1	0.000684
BMP4	FGF3	0.000685
BMP4	IHH	0.000687
BMP4	EGF	0.000689
BMP4	TBX3	0.000692
BMP4	FGFR2	0.000693
BMP4	IL6	0.000694
BMP4	TBX6	0.000706
BMP4	CCN2	0.000711
BMP4	FN1	0.000715
BMP4	DKK1	0.000717
BMP4	FGF7	0.000718
BMP4	SOX9	0.000722
BMP4	FGF13	0.000737
BMP4	SPP1	0.00074
BMP4	BARX1	0.00074
BMP4	FBN1	0.000742
BMP4	SOX2	0.000745
BMP4	BGLAP	0.00077
BMP4	PAX9	0.000779
BMP4	SMAD9	0.000785
BMP4	SMAD2	0.000804
BMP4	CTNNB1	0.000809
BMP4	FGF9	0.000818
BMP4	FGF18	0.000833
BMP4	RUNX2	0.000836
BMP4	SMAD5	0.000837
BMP4	BGN	0.000852
BMP4	FGF8	0.00087
BMP4	FGF2	0.000873
BMP4	SOST	0.000874
BMP4	MSX1	0.00091
BMP4	SHH	0.000922
BMP4	BMP6	0.000966
BMP4	BMP2	0.00097
BMP4	BMP7	0.000978
SOX9	MMP7	0.000405
SOX9	PRAME	0.000405
SOX9	COL3A1	0.000408
SOX9	BMP5	0.000409
SOX9	POU4F1	0.000409
SOX9	HAND2	0.00041
SOX9	PITX1	0.000414
SOX9	IGF2	0.000414
SOX9	PTGS2	0.000415
SOX9	TBX4	0.000415
SOX9	KRT17	0.000416
SOX9	TBX3	0.000425
SOX9	EMX2	0.000426
SOX9	POSTN	0.000427
SOX9	BCL2	0.000427
SOX9	ETS1	0.000428
SOX9	SOST	0.000429
SOX9	TBX5	0.000431
SOX9	NEUROG2	0.000432
SOX9	EZH2	0.000435
SOX9	LAMC2	0.000436
SOX9	SIX3	0.000436
SOX9	COL9A2	0.000436
SOX9	CDKN2A	0.000439
SOX9	ERBB2	0.00044
SOX9	FMOD	0.000443
SOX9	CXCL12	0.000446
SOX9	TNFSF11	0.000447
SOX9	LIN28A	0.000452
SOX9	WNT5B	0.000464
SOX9	HAPLN1	0.000466
SOX9	VSX2	0.000468
SOX9	PTEN	0.000472
SOX9	PAX2	0.000475
SOX9	COL11A1	0.000477
SOX9	TNF	0.000478
SOX9	COL11A2	0.00048
SOX9	CCK	0.000482
SOX9	KRT8	0.000486
SOX9	MMP9	0.000489
SOX9	FOXC1	0.00049
SOX9	EPAS1	0.000493
SOX9	BGN	0.000493
SOX9	CXCR4	0.000494
SOX9	KRT7	0.000495
SOX9	PAX9	0.000501
SOX9	KRT15	0.000502
SOX9	CALB2	0.000515
SOX9	CCN2	0.000516
SOX9	ESR1	0.000517
SOX9	PECAM1	0.00052
SOX9	ATOH1	0.000521
SOX9	FURIN	0.000522
SOX9	CASP3	0.000524
SOX9	PXDNL	0.000527
SOX9	FGFR2	0.000528
SOX9	KRT5	0.000532
SOX9	COL1A2	0.000535
SOX9	DKK1	0.000541
SOX9	PXDN	0.000544
SOX9	FGF3	0.000544
SOX9	FN1	0.000545
SOX9	FGF13	0.000547
SOX9	YAP1	0.000548
SOX9	BMP6	0.000551
SOX9	GLI2	0.000554
SOX9	CLU	0.000555
SOX9	CDH2	0.000564
SOX9	GLUL	0.00057
SOX9	AKT1	0.000571
SOX9	TP53	0.000577
SOX9	PRG4	0.000577
SOX9	IGF1	0.000581
SOX9	HIF1A	0.000581
SOX9	COL9A1	0.000583
SOX9	ALPL	0.000583
SOX9	NEUROD1	0.000584
SOX9	TNMD	0.000584
SOX9	EGFR	0.000585
SOX9	ADAMTS3	0.000586
SOX9	EGF	0.000586
SOX9	ALB	0.000587
SOX9	MYC	0.00059
SOX9	FGF18	0.000591
SOX9	MMP3	0.000592
SOX9	FGF7	0.000596
SOX9	IL1B	0.000596
SOX9	FGF8	0.000601
SOX9	ADAMTS4	0.000602
SOX9	ACTB	0.000614
SOX9	LHX2	0.000615
SOX9	NFIB	0.000615
SOX9	LHX9	0.000616
SOX9	NKX3-2	0.000623
SOX9	STAT3	0.000631
SOX9	MSX1	0.000631
SOX9	BMP7	0.000636
SOX9	GDF5	0.000639
SOX9	CD44	0.00064
SOX9	FGF2	0.000657
SOX9	SPP1	0.000659
SOX9	OTX2	0.000665
SOX9	TGFB2	0.000667
SOX9	IL6	0.000669
SOX9	SMAD2	0.000677
SOX9	ADAMTS5	0.000688
SOX9	NKX2-1	0.000689
SOX9	GAPDH	0.000692
SOX9	JUN	0.000701
SOX9	SHH	0.000705
SOX9	SP7	0.000718
SOX9	BGLAP	0.000725
SOX9	CDH1	0.000738
SOX9	IHH	0.000757
SOX9	MMP13	0.000777
SOX9	SMAD3	0.000778
SOX9	COL10A1	0.000795
SOX9	BMP2	0.000816
SOX9	ACAN	0.000896
SOX9	SOX5	0.000901
SOX9	FGF9	0.000907
SOX9	WT1	0.000908
SOX9	COL2A1	0.000944
SOX9	RUNX2	0.00098
SOX9	CTNNB1	0.000982
TCF15	DSG2	0.000402
TCF15	NKX3-2	0.000526
TCF15	CDH1	0.000528
TCF15	TBX6	0.000558
TCF15	DSG1	0.000594
TCF15	DSG3	0.000596
TCF15	FOXC1	0.000644
